x,y,type
29.34620043,42.14874183,A
82.11055798,1.210551663,A
38.30200581,60.01778579,A
56.58415302,70.51251481,A
33.33937429,0.509106735,A
78.77423904,35.48410121,A
48.90704296,74.28774883,A
52.03345628,64.56666203,A
42.47679238,56.73128997,A
62.83329309,62.51089423,A
40.91383193,38.55901955,A
34.17307376,25.69367431,A
36.35569515,6.00584865,A
63.25019706,65.9524862,A
35.03062855,12.53664934,A
59.83218542,69.15250814,A
32.57902007,1.808115597,A
74.13833139,49.17391898,A
71.69786512,10.86814451,A
27.92264424,25.98687818,A
74.30011983,42.47709459,A
42.06330456,2.335196612,A
45.25157607,70.00342132,A
72.13992541,0.015119325,A
45.37801888,29.16921665,A
35.90360973,91.11186308,A
43.68439343,32.82300987,A
55.13873797,30.72576036,A
43.49045013,40.78254207,A
34.39836164,59.5444469,A
39.77748287,43.75581895,A
73.05398996,29.38080856,A
38.98001542,87.32216069,A
75.40122686,88.63907662,A
28.00332424,46.67219195,A
30.05228987,96.61754235,A
72.50932836,39.54013025,A
64.37379798,28.86258341,A
65.21991355,84.68295493,A
46.84485517,36.79171369,A
38.66446116,33.31723848,A
91.63996144,79.40660306,A
62.51689085,66.48473224,A
39.50578908,74.85162722,A
70.04054358,77.1438066,A
70.06892594,7.593465609,A
39.81123025,65.33483281,A
43.54277593,62.46031128,A
39.04403669,84.67601083,A
69.35955946,65.5213546,A
39.05208648,70.65250285,A
37.00038714,60.26427925,A
42.22937838,19.91406841,A
39.08961455,70.46619408,A
44.59021258,22.03401164,A
47.48813268,85.38993338,A
37.48841474,60.81440485,A
59.85183839,72.95839097,A
48.9604602,72.62952573,A
66.704944,32.01509543,A
40.07466666,34.6236852,B
35.34968062,47.14107313,B
34.76370042,47.62479992,B
37.02662945,44.46229305,B
36.45556953,40.79184303,B
35.53766421,48.72938687,B
20.40894789,32.20303042,B
23.49571047,25.32246815,B
29.55754336,21.36477746,B
33.00823391,15.98507146,B
53.98039918,29.35098671,B
52.2343086,29.71167299,B
59.50307661,30.66967394,B
41.16378107,34.31575825,B
48.99304012,32.03035884,B
59.26928032,29.64070177,B
45.469177,33.83119273,B
49.19172196,85.87622912,B
44.29166872,82.90944121,B
54.71417106,84.04312807,B
53.00302532,84.6747986,B
41.60955727,83.84868656,B
67.78949616,61.36370155,B
41.38952255,37.29605623,B
60.85367987,65.49914703,B
72.47095256,51.12213482,B
67.62086589,38.00655847,B
71.53901985,45.52180616,B
70.84642611,52.28225333,B
73.42867087,48.57785513,B
62.69126654,30.29037383,B
64.81223756,62.81091559,B
37.32935526,39.60204231,B
55.86376849,85.33648676,B
42.27633267,34.52763612,B
35.469523,43.11588495,B
20.02450057,61.34262387,B
19.28820474,62.06305936,B
20.68914905,62.72130521,B
20.95946481,66.04149838,B
24.63553998,71.61071483,B
36.89432765,47.70655597,B
27.56083529,72.84782559,B
39.64957388,82.66453387,B
39.54897369,80.81260177,B
37.8904155,82.567493,B
41.6832004,84.0179406,B
48.17993079,85.04511674,B
51.87207267,85.82973763,B
34.75059705,80.01109099,B
53.10138178,84.54765869,B
39.05554978,55.54697371,B
37.31045274,45.2587509,B
50.2852524,30.33792211,B
48.66437073,30.68066685,B
38.50219967,41.56715562,B
36.91654386,41.09524744,B
61.52059065,64.79185504,B
60.83491753,64.60376971,B
46.95708015,65.24040739,B
61.27978658,65.7664025,B
59.83996671,64.47676444,B
62.04803251,63.84586325,B
63.06749989,64.03500046,B
53.70377593,66.38948204,B
48.01438668,65.71281959,B
40.009672,60.98658251,B
55.16094182,65.23730817,B
54.03177562,29.67234831,B
51.59984815,84.81982149,B
46.4807681,83.51821167,B
65.04432528,11.00084148,B
60.09224661,11.87211171,B
52.99202897,9.906668483,B
50.14462898,12.21154309,B
46.50861419,11.20713449,B
43.80703196,11.31894489,B
57.81785469,10.94514243,B
50.94049266,9.691547134,B
63.49732308,11.91406917,B
50.01648295,11.93385209,B
58.63676508,11.97472107,B
54.73028909,11.41288267,B
65.8755478,11.73243636,B
57.06098271,9.920560854,B
46.81990795,10.49465268,B
38.35939487,13.43132262,B
47.31541578,12.85345178,B
91.19105361,46.67434284,B
50.96774838,29.67977429,B
36.48198057,15.16276009,B
78.24991617,17.88324091,B
68.99502863,13.99431053,B
61.5034725,10.82841448,B
70.25547467,13.25038497,B
72.66998927,15.23422594,B
61.08854414,10.08453441,B
66.17301826,12.03791702,B
67.28065952,14.12865153,B
49.67741465,10.38313251,B
50.51596026,9.765591622,B
55.05191654,11.94998862,B
66.05308577,13.38022601,B
54.37972195,84.24035555,B
68.25720644,12.38463915,B
77.70610965,20.30426019,B
53.17465627,84.26056799,B
45.27200294,85.23707942,B
36.03340215,53.37168776,B
28.27119417,72.84023126,B
25.05480608,71.54859792,B
64.758887,82.31522364,B
63.14452748,85.23669633,B
50.42467869,85.17474759,B
70.64499626,82.43091876,B
63.14904908,83.94685535,B
62.82402452,84.96618595,B
70.23686952,82.17115106,B
70.04273524,80.38502135,B
72.57062345,80.97121843,B
75.13071604,79.98409314,B
83.29390573,70.77843179,B
79.66426228,73.93230972,B
68.54314354,35.65783217,B
61.61477596,29.99439119,B
55.06711799,29.0115352,B
58.00666912,30.2537213,B
62.56025887,30.44713567,B
55.36516034,30.44585028,B
68.453046,13.03552859,B
88.5305192,30.47603101,B
91.50788817,53.31265209,B
91.73553876,48.97021089,B
91.72600577,52.62335326,B
89.09219763,57.76819305,B
89.11555901,64.00150664,B
88.43210253,64.624247,B
88.2390019,31.47743488,B
58.9744699,85.49981761,B
51.20389114,83.33977661,B
49.2805948,84.04882283,B
43.36850154,84.3321772,B
81.57794592,63.8949255,C
85.18014328,53.78167666,C
84.28682499,57.25616809,C
85.62248671,45.02416586,C
85.60449902,50.76233791,C
84.42478583,38.76141016,C
85.57098508,44.56009644,C
84.6267242,39.48707751,C
73.39615493,22.81624794,C
73.50744773,22.85698876,C
63.35648811,17.72406884,C
72.95904687,22.51149983,C
64.02084165,17.88358125,C
61.12446324,17.11635336,C
82.03390848,62.68186979,C
77.20458932,69.31214977,C
63.09022514,78.0414095,C
68.7456313,75.79005545,C
53.08124169,79.29725077,C
56.47538337,79.1678401,C
49.57091141,79.03812388,C
37.6277033,74.55750434,C
32.26370009,70.3166389,C
32.54238034,70.70241721,C
75.67420733,24.78250097,C
52.82501719,85.57813388,C
56.26583426,79.25293949,C
57.07589242,79.19392254,C
54.25640238,79.31386485,C
62.68567125,78.17474327,C
68.08560586,76.1123175,C
65.11812196,77.39918845,C
58.52828954,78.97870425,C
69.51358316,20.27935789,C
58.57213547,16.64270381,C
70.98194099,21.1458881,C
60.67392092,17.05180236,C
63.39471287,17.70053514,C
64.80200945,18.21687863,C
65.02593981,18.2878245,C
65.75555154,18.51621583,C
69.96773412,20.53898878,C
65.80721903,18.14076495,C
68.89278402,20.03244884,C
60.78797008,17.04620486,C
61.91560964,17.28219122,C
45.02899753,17.7244473,C
39.92136281,19.70184953,C
55.66295874,83.35647962,C
50.49224751,78.99753207,C
61.82654656,17.26965545,C
48.562223,78.78238353,C
52.6840664,16.40796278,C
52.64613731,16.38483638,C
65.2230304,18.39719512,C
65.31504391,18.3337483,C
64.01024068,17.92447819,C
57.14093593,16.59861054,C
56.36515326,16.32654637,C
43.04618324,18.40255939,C
49.83849299,16.67633028,C
52.08175556,16.45387453,C
51.5669948,16.48571364,C
58.83912512,16.63763522,C
60.75578914,17.03323151,C
54.76115612,16.3661891,C
53.569905,16.33971255,C
48.91461824,16.79863708,C
42.87903652,18.48941103,C
52.75122222,79.29365993,C
84.79427788,55.56865037,C
47.87519834,78.67585343,C
25.21379046,60.2733986,C
26.85952956,63.14183467,C
31.76066917,69.79765539,C
39.79329057,75.80796422,C
45.61743919,78.11997023,C
53.77146068,79.30293164,C
26.16338746,62.0268149,C
56.45143367,79.24710702,C
56.92583942,79.20631862,C
58.98825385,78.91725896,C
57.90226605,79.08086782,C
64.81286696,77.48693892,C
60.34979352,78.72944587,C
48.89055576,16.80654352,C
66.0937202,77.01781826,C
47.54950635,17.07140452,C
26.32071119,62.39628112,C
26.45926233,62.63467337,C
51.47345851,79.159867,C
55.99303015,79.2772637,C
50.03225379,79.0130712,C
51.28845866,82.43593984,C
51.17053689,79.16529411,C
44.37791453,78.164628,C
25.53800765,60.63023611,C
45.01027007,77.88086312,C
42.14226829,76.88063455,C
41.02697157,76.40958846,C
34.57530901,72.72484118,C
31.16860072,69.24542132,C
32.64425407,70.73255503,C
26.66664565,62.98097121,C
48.55981672,78.7883706,C
30.88943083,26.32903723,C
51.46710114,79.20184458,C
35.16136075,22.78684965,C
58.67266308,16.66337243,C
82.1443116,33.19522187,C
75.68657114,24.74151039,C
85.3449645,52.88641987,C
83.84465351,58.61606023,C
85.66476066,45.54275277,C
52.18811996,16.41821747,C
77.93100493,68.69006188,C
70.1028045,75.68320685,C
57.14469469,79.19410259,C
46.96246199,78.666559,C
50.56493381,79.07729855,C
54.20023232,79.32500234,C
28.97283572,29.05046892,C
73.03183302,73.12057473,C
55.12963938,16.35324687,C
53.71967657,79.30693617,C
47.35241646,17.13474543,C
45.87036917,17.48939337,C
53.84619403,16.3873181,C
39.48557479,20.03305005,C
33.44618293,24.19064341,C
21.86358128,46.05259335,C
25.16587084,35.76661395,C
22.95947898,51.28770679,C
32.83142061,24.79753815,C
26.31431007,33.2971681,C
33.03730125,24.56446249,C
36.46888948,21.87611447,C
26.5135531,32.91874982,C
36.02709121,22.19543854,C
45.04107713,17.73451773,C
42.68104041,18.5425362,C
25.58605524,60.84658336,C
75.16434049,83.03499717,D
75.26335555,82.9452793,D
77.75641893,51.15177033,D
77.95443505,50.47557897,D
77.08333777,52.15779927,D
76.87808198,51.8675623,D
77.68201632,51.16563781,D
76.94850272,51.90751654,D
77.86405471,49.66254553,D
75.77145009,17.11125121,D
52.33156913,51.87886035,D
74.82025396,82.96238879,D
52.59281837,51.39159152,D
76.06355025,52.10465206,D
75.19456687,82.93211578,D
52.26334738,94.24932783,D
75.70104153,82.91945886,D
75.19829529,83.46230334,D
75.24432621,83.90349738,D
75.87096369,88.38644174,D
51.73728166,92.97911753,D
27.53739532,51.59365408,D
27.6740834,51.30411215,D
27.42242921,51.43887623,D
50.75210826,82.9019501,D
49.96490538,83.7083177,D
50.48801364,83.09951912,D
49.92838028,82.99366549,D
50.44927033,83.96992038,D
50.46422483,82.93532841,D
75.47933966,82.88405139,D
50.47704772,17.04828941,D
50.73367454,16.99296341,D
75.57395413,17.06219214,D
50.43552957,17.0651685,D
50.63098196,17.07652235,D
51.0668072,17.20885971,D
50.79235473,17.20421434,D
50.55127806,17.08465518,D
50.55975806,17.09388377,D
50.35352141,17.06474308,D
75.32597855,15.77189199,D
75.28708772,16.17493491,D
75.23996998,17.03184749,D
75.1524592,17.0049424,D
75.96184009,16.69484223,D
75.44806251,17.04514941,D
75.75938382,16.94292965,D
75.04472578,17.00426226,D
51.01423296,17.22109553,D
50.8127449,16.57271805,D
50.71137854,17.08831585,D
75.40052716,17.04110689,D
75.87099084,17.13489391,D
75.60588476,17.06772306,D
75.89557705,17.16994971,D
75.7465632,17.10571651,D
75.14234148,16.75492389,D
50.66177956,17.07814052,D
50.69985064,17.08518438,D
50.91894087,17.14760476,D
50.72525854,16.90746981,D
51.26387123,17.16234971,D
51.25091965,17.24045586,D
50.78515721,17.18019648,D
50.50139658,17.10577072,D
50.42269806,82.90990147,D
75.29647509,17.01565319,D
50.17867185,83.18462233,D
50.56484556,17.07777732,D
50.20336581,82.98265686,D
50.44380279,82.94182882,D
52.71377449,51.19794432,D
51.92759021,52.25779061,D
52.34282206,51.86195209,D
52.52055249,51.5024421,D
52.95260731,50.07473901,D
52.88116479,50.62155476,D
52.02521411,52.12301105,D
52.63565768,51.41855226,D
27.67840297,51.18198917,D
27.33886892,51.65304675,D
27.87826426,50.70890793,D
27.43924961,51.71207905,D
27.09557036,52.07679944,D
27.53046637,51.41484656,D
27.55147826,51.48738653,D
25.92884427,82.82118411,D
49.99039495,83.99735692,D
50.12718203,82.99075,D
50.69112419,87.51396042,D
77.50090732,50.16698595,D
51.14791671,90.86741233,D
50.51712581,89.10239459,D
50.21669503,83.75234297,D
50.2074802,85.4600474,D
50.56284634,82.93782178,D
50.2885278,82.97525357,D
25.58347508,82.91489113,D
25.48358339,82.92908498,D
25.4435257,82.8742005,D
25.56511342,82.92409777,D
50.06948192,83.05766953,D
52.18418011,51.97525067,D
52.79209735,51.07339565,D
52.58971986,51.3380902,D
50.93930391,16.98102188,D
50.45885484,17.03857897,D
52.90136407,50.69056272,D
52.68495344,51.29446922,D
52.50008894,51.59435617,D
51.83563726,52.33576553,D
50.81197535,17.11492526,D
76.9954121,52.04552865,D
77.92604434,50.31866042,D
77.25438834,51.46182482,D
76.2431578,52.12368985,D
77.08448437,51.9671367,D
75.2280532,82.98566202,D
50.65835477,83.11447934,D
77.31060048,51.74673004,D
50.9295477,82.84604113,D
50.70468436,17.02374454,D
26.20141928,17.09382391,D
52.02884867,52.1768375,D
52.88431329,50.44143545,D
52.50930089,51.41620515,D
50.86268433,17.14563109,D
50.89149225,17.14132373,D
25.8551276,17.08190869,D
25.85756947,17.11384266,D
26.02564455,16.92501353,D
27.63996794,51.39909748,D
27.8926589,50.79528152,D
52.79773294,50.68603709,D
27.58063881,51.52476126,D
26.49139853,17.40539097,D
25.98531782,17.20372213,D
27.89317272,50.66196341,D
52.72924658,51.20176505,D
50.53363501,17.01958137,D
50.3782623,16.94627981,D
43.58846847,89.74553655,E
70.94684907,50.47270179,E
88.66266381,50.45532602,E
84.40595283,50.49486589,E
75.98710471,50.49196696,E
91.11208542,50.48938939,E
98.28812327,30.60391937,E
95.06527484,30.50040287,E
95.24923396,30.45945421,E
49.65612629,50.43131987,E
63.01860093,30.49258193,E
70.5382006,30.48355825,E
70.08686977,30.51004482,E
62.68569044,30.54642456,E
80.24025095,70.35430896,E
74.67825414,70.44531419,E
73.10514816,70.30051188,E
73.33636816,70.31692717,E
58.27227859,69.90027296,E
51.82812745,70.35264921,E
44.84998426,70.39520297,E
24.27038239,50.48556769,E
34.74247144,70.33993489,E
37.79931493,70.46953588,E
69.23941796,30.50600524,E
49.78694106,89.65804699,E
64.77479924,90.13231674,E
70.8444476,89.92420902,E
70.60594551,90.04206196,E
78.64248839,89.55120323,E
70.81069225,89.59265401,E
66.76994662,70.42337521,E
59.75149741,89.73193252,E
80.40023368,30.48500637,E
74.64787823,30.67386286,E
65.99527272,30.47502419,E
52.41892192,10.49590636,E
50.87848838,10.50308987,E
57.05330614,10.51406924,E
70.78645116,10.51369504,E
56.77214957,10.50327235,E
75.47722202,10.51856804,E
46.6883405,10.50753214,E
76.76591215,10.49699906,E
65.41448705,10.68184013,E
69.9647805,10.50723293,E
64.96973826,10.48215951,E
38.05024078,30.40794603,E
42.22412022,30.49803716,E
87.69846429,50.48993653,E
77.62104913,10.49587423,E
56.82839534,89.58366473,E
41.16931042,10.49730024,E
63.30955403,10.48881424,E
67.088559,30.49452395,E
59.85257703,10.54318778,E
53.74899007,10.52257453,E
58.23909552,10.49489903,E
54.8103005,10.72492928,E
52.97671232,10.85949028,E
49.74949841,10.48580291,E
52.20389393,10.49563692,E
42.71319362,10.48754724,E
45.31722551,10.49587339,E
53.11691504,10.5068606,E
57.04980182,10.50813694,E
54.85463095,10.46391519,E
54.92484256,10.49833194,E
50.74516224,10.52490557,E
51.82026255,89.8341304,E
57.90268661,89.61840173,E
54.68098658,89.96459946,E
46.12768634,30.44941078,E
41.77974178,50.47064228,E
49.58584348,50.43498138,E
59.43551748,50.42063261,E
60.18692784,70.48355125,E
58.82154659,70.45578175,E
67.87088729,70.06802613,E
70.56828982,50.49623612,E
56.6189103,50.50337402,E
53.0427983,50.48750387,E
43.37100189,50.50083732,E
51.86789377,50.49327326,E
42.73907512,50.48315599,E
40.81695313,50.4877602,E
29.33651065,50.46189397,E
32.037108,50.50006612,E
27.63403839,50.50366686,E
52.80197936,90.08806451,E
47.05412988,90.45893603,E
42.44843378,89.50770012,E
42.70403632,90.44262886,E
32.37893863,90.14414263,E
32.53070274,70.15739651,E
38.03378377,50.49089952,E
33.36526443,70.45933544,E
22.95509327,70.42689515,E
27.14984363,70.21080584,E
26.16690928,70.50031512,E
26.33145708,50.49455653,E
22.00370914,50.49944012,E
23.28474798,50.47435283,E
32.65609918,70.0510705,E
44.54684128,50.41591338,E
46.2381176,30.49561294,E
49.73974533,30.47272489,E
58.246553,50.44287449,E
57.31069687,50.48251329,E
67.96804811,50.45215891,E
65.94931927,50.49424079,E
55.74709281,50.4789748,E
68.40301004,50.49862723,E
51.74908916,30.47299334,E
76.69646563,50.49383056,E
72.30200573,70.22043738,E
66.76325739,70.47386171,E
51.68030044,89.99702755,E
53.09655736,89.54024371,E
42.24229294,89.70857859,E
56.23387566,89.63530816,E
67.21483712,70.26002844,E
52.36033107,89.70431701,E
51.89416639,30.49475568,E
58.66937326,30.50683789,E
39.11025189,30.47869518,E
39.14283779,30.79285594,E
34.62547027,30.49974103,E
34.75420747,30.495865,E
36.75370024,50.5293043,E
37.01935129,50.4926667,E
47.91695544,30.48672575,E
41.41711528,50.46977342,E
34.80070146,30.49793139,E
27.8918898,30.48497026,E
32.87063916,30.50234175,E
37.79404941,30.49263834,E
35.6673163,30.52203505,E
48.4422995,30.50172278,E
22.81710748,30.43604034,E
51.40678679,89.71213855,E
53.36656687,90.20803001,E
57.33790605,84.99951887,F
41.10069438,26.55261322,F
28.21781182,28.28029248,F
33.79707204,28.69975074,F
43.91938731,27.79784459,F
44.41640111,28.94769233,F
28.03760277,26.80382436,F
31.68957613,26.66640021,F
27.27961285,19.25728097,F
31.22187836,26.44085578,F
33.5458051,20.0807081,F
39.73633061,23.49480698,F
42.84184265,20.33390044,F
47.09372989,26.99347063,F
51.45365835,26.02294175,F
49.36770682,22.0055807,F
48.25348097,29.27085553,F
61.00295976,30.01531443,F
62.33623276,83.2465679,F
51.9829247,82.20438347,F
40.07880645,80.24718526,F
45.83502017,82.74259199,F
45.80193476,81.65826775,F
70.81041484,79.35046183,F
36.3827222,25.23800523,F
72.83362587,72.11469381,F
72.27252287,67.64444379,F
63.06524386,34.23574659,F
68.93436947,31.61989309,F
61.41463372,31.03937506,F
59.06742702,26.78828402,F
60.8065608,27.86831349,F
75.35988197,75.42161458,F
39.19959418,23.68049566,F
37.55511629,24.53766384,F
51.34788323,27.36426023,F
32.21517863,65.60095802,F
23.74907191,63.5571719,F
23.67308186,64.87083914,F
17.89349871,71.10968734,F
24.93913687,72.58028581,F
23.07731951,71.72053967,F
29.43684125,67.55452811,F
23.71456629,75.09804908,F
31.00052541,82.5794806,F
38.73185813,83.78935643,F
37.15571048,84.95411141,F
42.88175509,80.18477005,F
37.02118401,81.95447,F
50.75389841,76.75412895,F
25.98549962,74.34938755,F
56.24793514,83.51394949,F
40.0500952,71.88903357,F
49.31046863,67.16876032,F
49.96755118,28.46020333,F
50.89252158,29.14528394,F
52.53553472,27.17412294,F
59.76653031,32.6212516,F
58.27041238,35.59689504,F
58.11876586,73.11896147,F
37.57479502,69.98874444,F
62.19225208,76.15681921,F
61.81858546,76.11282402,F
52.83382053,72.55188627,F
56.60890766,70.40894609,F
58.21000827,68.04453807,F
50.15741443,71.16172582,F
47.34801855,72.59161154,F
61.72763341,77.06923841,F
51.27439182,82.81798294,F
55.40652083,80.26667197,F
44.67676155,80.23828555,F
52.35810536,19.41705412,F
51.81166378,17.0334946,F
54.22284562,19.50366554,F
49.0187554,23.48927402,F
35.6535812,17.51450806,F
46.96578576,16.78920162,F
49.58423926,16.75791601,F
51.85629997,21.96908401,F
55.95288863,16.7897576,F
51.66378626,19.9251252,F
45.85966932,17.12890368,F
39.74037952,18.74105141,F
52.81122164,17.85498812,F
56.78910436,17.30611552,F
54.11453178,17.67353439,F
55.57111973,17.36957458,F
65.3064625,18.19735483,F
40.86385523,82.9261453,F
51.18346666,85.12885465,F
50.81548536,78.95083881,F
86.50439056,34.89402529,F
37.94978369,26.52174923,F
39.64826665,22.73136637,F
56.45937113,25.14456421,F
66.94167666,18.24350939,F
64.24916065,14.91396246,F
79.70015835,20.74021837,F
72.22208221,19.3692817,F
70.9805804,17.15575228,F
72.15671894,16.81427479,F
66.99074915,17.22287065,F
66.94329143,20.1891325,F
59.00075862,21.17100749,F
55.83963137,21.61856967,F
59.19115913,17.76790181,F
76.74576122,71.97336009,F
78.09365907,77.75955818,F
75.77990482,79.88619942,F
70.86333083,79.40817475,F
70.32792918,82.0293547,F
75.09254978,83.43739071,F
78.46460344,69.74930082,F
75.00639264,82.42583516,F
63.60937986,83.36002884,F
61.72061919,85.70569345,F
61.13594691,82.53756936,F
37.30994835,72.5861552,F
29.74525392,74.40452683,F
30.01126425,68.14675637,F
70.72371623,87.15220752,F
53.28396884,84.26359922,F
76.74568485,70.04405726,F
91.80835257,34.96559448,F
64.61709853,22.44314555,F
65.59236265,20.6941731,F
69.1952352,22.70979217,F
62.70745411,21.99550858,F
59.96705791,26.80258322,F
60.9815014,23.93429816,F
85.16168219,65.51240471,F
64.06709621,27.77650056,F
57.66227662,24.06060793,F
92.24789883,28.07075149,F
96.08051937,28.0536005,F
91.78253274,34.38429465,F
92.24840166,32.37715443,F
91.88744859,34.76925386,F
59.84692489,26.17771249,F
57.61323355,83.9051708,F
58.50591009,81.74558634,F
37.62705346,93.06067295,G
57.12523105,42.73901914,G
40.00265929,27.48751,G
42.18480645,28.57367473,G
40.1237272,30.07316194,G
44.54495531,27.36224262,G
40.4353274,27.64007114,G
60.37574497,41.356458,G
26.16049694,23.04223147,G
36.52348922,35.67104839,G
34.20762084,33.59380544,G
51.64222642,50.83834068,G
35.40473624,31.9391622,G
32.96070352,35.82311129,G
27.71405657,42.25005163,G
28.41920213,21.31574825,G
39.24156522,33.36141668,G
55.10589613,46.14905106,G
55.74124432,46.65357698,G
47.3748965,83.47155552,G
62.35976628,90.24365992,G
66.7481899,84.00483417,G
48.86324182,83.15835749,G
49.80698774,82.08502559,G
46.9051032,81.56564241,G
61.73727102,38.58484401,G
46.90953863,85.60226116,G
75.13968473,54.24455218,G
73.78837307,58.62081212,G
71.88707726,59.26699262,G
76.77561121,55.2545987,G
57.04254822,42.41875774,G
58.29640842,41.58319773,G
64.59631891,65.95251293,G
47.44646672,82.62212401,G
31.399646,39.26526322,G
39.79589781,28.44321912,G
35.43553253,34.96103816,G
20.93199968,51.64623549,G
28.6031956,44.2237227,G
24.15049107,47.18853353,G
21.79609923,49.49952952,G
18.10947229,53.70811033,G
44.37738282,57.68473692,G
32.24627514,70.11058684,G
36.43472391,62.29404546,G
25.95259655,73.03318035,G
31.49702549,67.91256216,G
44.07740513,84.1258533,G
37.83919968,94.3594435,G
56.37510904,96.30514763,G
24.99748269,75.44156166,G
28.52339102,39.79666625,G
46.31369241,55.68559177,G
42.49544009,56.90368153,G
37.54370126,32.88402447,G
55.04555491,45.98627275,G
50.71329957,48.77228678,G
49.84202225,50.57655229,G
54.02060718,47.26989721,G
45.41263892,53.87079769,G
46.38607392,51.00216454,G
50.30998872,47.26788186,G
67.30257792,64.41346272,G
63.01687176,68.22525891,G
64.09099819,68.65098501,G
52.42152316,47.86700549,G
46.98828335,55.42063673,G
44.30051503,58.13295928,G
67.22595689,62.47641053,G
53.38528063,78.87113626,G
39.88537342,90.63466208,G
49.45270777,79.9306028,G
50.11459752,1.741461713,G
58.4597613,14.14866285,G
50.74171907,17.83840561,G
48.17565679,19.52121535,G
59.85267828,9.039949921,G
53.80987292,17.76641445,G
45.42038208,5.372408995,G
49.93674531,21.59009692,G
54.8635046,14.00961192,G
56.3803054,14.78845971,G
50.43386119,18.53487085,G
50.22441782,19.17096988,G
57.11244755,15.32178517,G
51.48771336,20.84361069,G
45.49985765,3.985426293,G
59.31505552,12.35431367,G
51.3532682,0.303872421,G
58.94316654,11.61287779,G
53.17861445,98.60386119,G
52.77228811,99.61347168,G
95.5934164,33.2341294,G
39.59650098,32.13613173,G
39.91163517,32.14402261,G
59.97041505,7.913310474,G
53.09170442,19.29003045,G
62.30775057,5.749974719,G
85.16033218,15.01836954,G
82.80024787,18.52937624,G
69.38005636,1.488132333,G
62.51177199,7.491232483,G
68.22219866,1.133880366,G
59.31099042,10.57213637,G
67.0958477,0.601490942,G
69.45985889,30.19703151,G
59.01414449,93.57487487,G
72.7784102,26.90053537,G
76.58045136,72.89153368,G
73.70990687,78.2706109,G
67.23133478,85.05564081,G
66.15400509,84.11193703,G
59.2364904,91.48110058,G
61.08656039,89.22435565,G
78.87658116,71.56252768,G
61.56332438,89.86413886,G
52.4066489,96.42541501,G
37.47701388,63.78868557,G
32.37596192,68.51082046,G
37.08824513,60.8572275,G
52.87202149,97.34322266,G
65.19831667,33.02717179,G
50.29704327,99.64417917,G
77.44900214,72.44730949,G
54.80268254,75.36398499,G
79.8065313,52.72317979,G
86.85370735,65.54332402,G
77.76285908,23.49137356,G
72.46240629,27.62426383,G
62.4447425,35.41499923,G
65.25639277,32.85410412,G
59.20347561,41.27067767,G
62.29264219,40.02953331,G
69.91942626,29.31109272,G
94.99748805,35.09530111,G
95.44348781,36.18970161,G
90.70069125,41.46670301,G
82.30415956,46.99090362,G
79.4793575,49.14101545,G
91.51784725,36.89026313,G
76.98827347,54.2027848,G
75.16866784,73.90044488,H
85.32420289,55.38857883,H
84.0905076,56.30196801,H
86.25622382,55.83093038,H
92.54879332,42.90190791,H
90.34263451,37.7803861,H
